version,ms
0,4.387755102040819
1,2.076923076923077
2,1.7692307692307692
3,1.3846153846153846
4,1.4615384615384615
5,1.3076923076923077
6,1.4615384615384615
7,1.3076923076923077
8,1.3076923076923077
9,1.1538461538461537
10,1.2307692307692308
11,1.2307692307692308
12,1.3076923076923077
13,1.076923076923077
14,1.3265306122448977
15,1.6153846153846154
16,1.387755102040816
17,1.4615384615384615
18,1.2307692307692308
19,1.5384615384615385
20,1.2307692307692308
21,1.3846153846153846
22,1.692307692307692
23,1.6153846153846154
24,1.4615384615384615
25,1.3846153846153846
26,1.4615384615384615
27,1.4693877551020411
28,1.4615384615384615
29,1.6153846153846154
30,1.5384615384615385
31,1.4615384615384615
32,1.4615384615384615
33,1.6923076923076923
34,1.5384615384615385
35,1.3076923076923077
36,1.5384615384615385
37,1.3846153846153846
38,1.4615384615384615
39,1.6153846153846154
40,1.3265306122448979
41,1.2307692307692308
42,1.2307692307692308
43,1.5384615384615385
44,1.2244897959183674
45,1.2653061224489797
46,1.3877551020408165
47,1.5384615384615385
48,1.3846153846153846
49,1.5384615384615385
50,1.4615384615384615
51,1.5384615384615385
52,1.6153846153846154
53,1.6153846153846154
54,1.469387755102041
55,1.7692307692307692
56,1.5714285714285716
57,1.857142857142857
58,1.6153846153846154
59,1.6923076923076923
60,1.4615384615384615
61,1.5384615384615385
62,1.6923076923076923
63,1.6923076923076923
64,1.5918367346938773
65,1.7692307692307692
66,1.5510204081632653
67,1.5102040816326532
68,1.8979591836734693
69,1.7346938775510203
70,1.5384615384615385
71,1.7692307692307692
72,2.551020408163265
73,1.8461538461538463
74,1.6153846153846154
75,1.5510204081632653
76,1.7692307692307692
77,1.6153846153846154
78,1.6153846153846154
79,1.6923076923076923
80,1.6153846153846154
81,1.6122448979591835
82,1.6923076923076923
83,1.5918367346938775
84,1.5384615384615385
85,1.5384615384615385
86,1.6153846153846154
87,1.5384615384615385
88,3.923076923076923
